"2025-04-07_15h55m29s,05m",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
"-0,363671847","1,73823E-06","7,41023E-06","1,10689E-08","1,0811E-08","1,99529E-06","2,40861E-06","1,27425E-06","1,19626E-08","1,19808E-08","1,26676E-06","1,65761E-06","3,39301E-06","2,0509E-06","2,8052E-06","1,12683E-08","3,77194E-06","9,11249E-07","5,30923E-06","2,79874E-06","1,99651E-06"
"-0,361667924","1,73082E-06","7,39314E-06","1,11398E-08","1,09107E-08","1,98669E-06","2,39687E-06","1,27012E-06","1,19406E-08","1,18957E-08","1,26154E-06","1,64956E-06","3,3765E-06","2,04087E-06","2,79154E-06","1,13292E-08","3,75378E-06","9,07389E-07","5,28709E-06","2,78657E-06","1,98862E-06"
"-0,359664002","1,72341E-06","7,37591E-06","1,12204E-08","1,10246E-08","1,9781E-06","2,38513E-06","1,26598E-06","1,1913E-08","1,17983E-08","1,2563E-06","1,64153E-06","3,35998E-06","2,03082E-06","2,77798E-06","1,13997E-08","3,73564E-06","9,03553E-07","5,2649E-06","2,77442E-06","1,98073E-06"
"-0,357660079","1,716E-06","7,35853E-06","1,13108E-08","1,11525E-08","1,96952E-06","2,3734E-06","1,26184E-06","1,18797E-08","1,16884E-08","1,25105E-06","1,63353E-06","3,34344E-06","2,02076E-06","2,76451E-06","1,14799E-08","3,71752E-06","8,99742E-07","5,24266E-06","2,76229E-06","1,97284E-06"
"-0,355656156","1,70861E-06","7,341E-06","1,14109E-08","1,12945E-08","1,96094E-06","2,36168E-06","1,25768E-06","1,18406E-08","1,15661E-08","1,24577E-06","1,62555E-06","3,32689E-06","2,01068E-06","2,75115E-06","1,15698E-08","3,69942E-06","8,95954E-07","5,22036E-06","2,75018E-06","1,96495E-06"
"-0,353652234","1,70122E-06","7,32333E-06","1,15208E-08","1,14506E-08","1,95236E-06","2,34997E-06","1,25352E-06","1,17959E-08","1,14314E-08","1,24048E-06","1,6176E-06","3,31032E-06","2,00059E-06","2,73788E-06","1,16694E-08","3,68134E-06","8,92191E-07","5,19801E-06","2,73809E-06","1,95706E-06"
"-0,351648311","1,69384E-06","7,30551E-06","1,16404E-08","1,16208E-08","1,94379E-06","2,33827E-06","1,24935E-06","1,17455E-08","1,12843E-08","1,23517E-06","1,60967E-06","3,29373E-06","1,99048E-06","2,72471E-06","1,17787E-08","3,66328E-06","8,88452E-07","5,17561E-06","2,72602E-06","1,94918E-06"
"-0,349644389","1,68645E-06","7,28754E-06","1,17604E-08","1,1791E-08","1,9352E-06","2,32656E-06","1,24516E-06","1,16938E-08","1,11369E-08","1,22985E-06","1,60178E-06","3,27716E-06","1,98036E-06","2,71161E-06","1,1888E-08","3,64523E-06","8,84722E-07","5,15315E-06","2,71396E-06","1,9413E-06"
"-0,347640466","1,67905E-06","7,26942E-06","1,18714E-08","1,19472E-08","1,92659E-06","2,3148E-06","1,24095E-06","1,16453E-08","1,10012E-08","1,22453E-06","1,59393E-06","3,26062E-06","1,97023E-06","2,69855E-06","1,19877E-08","3,6272E-06","8,80987E-07","5,13063E-06","2,70189E-06","1,93343E-06"
"-0,345636543","1,67164E-06","7,25116E-06","1,19734E-08","1,20894E-08","1,91794E-06","2,303E-06","1,2367E-06","1,16001E-08","1,08773E-08","1,2192E-06","1,58614E-06","3,24411E-06","1,96009E-06","2,68553E-06","1,20778E-08","3,60917E-06","8,77246E-07","5,10805E-06","2,6898E-06","1,92556E-06"
