"-0,169902551","2,04183E-07","1,3253E-08","1,3253E-08.1","1,3253E-08.2","1,1688E-08","1,4818E-08","9,77293E-07","1,3253E-08.3","1,1688E-08.1","2,49691E-06","1,3253E-08.4","4,73363E-07","1,01955E-06","1,3253E-08.5","1,1688E-08.2","2,07749E-06","8,02013E-07","3,62248E-07","1,3253E-08.6","2,30285E-06"
"0,14671722611643078800","2,37048E-07","1,3253E-08","1,4818E-08","1,4818E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,87448E-07","1,03207E-06","1,3253E-08","1,4818E-08","2,11505E-06","8,08273E-07","3,65378E-07","1,3253E-08","2,32006E-06"
"0,14872114875374542500","2,37048E-07","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","9,74163E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,89013E-07","1,03207E-06","1,4818E-08","1,3253E-08","2,11348E-06","8,08273E-07","3,66943E-07","1,3253E-08","2,32006E-06"
"0,15072507139106003400","2,32353E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,1688E-08","2,50317E-06","1,1688E-08","4,89013E-07","1,0305E-06","1,3253E-08","1,3253E-08","2,11505E-06","8,09838E-07","3,65378E-07","1,3253E-08","2,3185E-06"
"0,15272899402837467000","2,32353E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,74163E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,87448E-07","1,03363E-06","1,3253E-08","1,3253E-08","2,11348E-06","8,08273E-07","3,65378E-07","1,3253E-08","2,3185E-06"
"0,15473291666568930700","2,33918E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,89013E-07","1,03363E-06","1,4818E-08","1,4818E-08","2,11505E-06","8,08273E-07","3,63813E-07","1,3253E-08","2,3185E-06"
"0,15673683930300394400","2,33918E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,1688E-08","2,5063E-06","1,3253E-08","4,89013E-07","1,03363E-06","1,3253E-08","1,3253E-08","2,11974E-06","8,06708E-07","3,66943E-07","1,3253E-08","2,3185E-06"
"0,15874076194031855300","2,35483E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,1688E-08","1,1688E-08","2,50786E-06","1,3253E-08","4,89013E-07","1,03363E-06","1,3253E-08","1,3253E-08","2,11818E-06","8,09838E-07","3,65378E-07","1,3253E-08","2,3185E-06"
"0,16074468457763319000","2,35483E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,1688E-08","2,50786E-06","1,3253E-08","4,89013E-07","1,0352E-06","1,3253E-08","1,1688E-08","2,11818E-06","8,09838E-07","3,65378E-07","1,3253E-08","2,3185E-06"
"0,16274860721494782700","2,33918E-07","1,4818E-08","1,1688E-08","1,1688E-08","1,3253E-08","1,4818E-08","9,80423E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,89013E-07","1,03363E-06","1,3253E-08","1,3253E-08","2,11348E-06","8,08273E-07","3,65378E-07","1,3253E-08","2,3185E-06"
"0,16475252985226246400","2,35483E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,77293E-07","1,1688E-08","1,3253E-08","2,50473E-06","1,3253E-08","4,90578E-07","1,0352E-06","1,3253E-08","1,1688E-08","2,11505E-06","8,08273E-07","3,66943E-07","1,3253E-08","2,32006E-06"
"0,16675645248957707300","2,35483E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,89013E-07","1,0352E-06","1,3253E-08","1,3253E-08","2,11661E-06","8,09838E-07","3,65378E-07","1,3253E-08","2,32006E-06"
"0,16876037512689171000","2,32353E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,89013E-07","1,03363E-06","1,3253E-08","1,1688E-08","2,11661E-06","8,09838E-07","3,65378E-07","1,1688E-08","2,3185E-06"
"0,17076429776420634600","2,37048E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50943E-06","1,3253E-08","4,87448E-07","1,0352E-06","1,3253E-08","1,3253E-08","2,11974E-06","8,09838E-07","3,65378E-07","1,3253E-08","2,32006E-06"
"0,17276822040152098300","2,33918E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,80423E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,89013E-07","1,0352E-06","1,3253E-08","1,1688E-08","2,11661E-06","8,08273E-07","3,66943E-07","1,3253E-08","2,31693E-06"
"0,17477214303883562000","2,37048E-07","1,3253E-08","1,4818E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,89013E-07","1,0352E-06","1,3253E-08","1,3253E-08","2,11661E-06","8,09838E-07","3,66943E-07","1,4818E-08","2,32006E-06"
"0,17677606567615022900","2,33918E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,1688E-08","2,5063E-06","1,3253E-08","4,90578E-07","1,03676E-06","1,3253E-08","1,3253E-08","2,11348E-06","8,08273E-07","3,66943E-07","1,3253E-08","2,32163E-06"
"0,17877998831346486600","2,32353E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,1688E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,89013E-07","1,03363E-06","1,3253E-08","1,3253E-08","2,11505E-06","8,08273E-07","3,65378E-07","1,3253E-08","2,32163E-06"
"0,18078391095077950300","2,33918E-07","1,3253E-08","1,3253E-08","1,4818E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,1688E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,89013E-07","1,0352E-06","1,3253E-08","1,3253E-08","2,11348E-06","8,09838E-07","3,65378E-07","1,4818E-08","2,32006E-06"
"0,18278783358809414000","2,35483E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50473E-06","1,3253E-08","4,89013E-07","1,03363E-06","1,3253E-08","1,3253E-08","2,11348E-06","8,09838E-07","3,66943E-07","1,3253E-08","2,3185E-06"
"0,18479175622540874900","2,37048E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50473E-06","1,3253E-08","4,90578E-07","1,0352E-06","1,3253E-08","1,1688E-08","2,11035E-06","8,09838E-07","3,65378E-07","1,1688E-08","2,32163E-06"
"0,18679567886272338500","2,37048E-07","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,4818E-08","4,89013E-07","1,03833E-06","1,3253E-08","1,1688E-08","2,11505E-06","8,09838E-07","3,66943E-07","1,3253E-08","2,32163E-06"
"0,18879960150003802200","2,32353E-07","1,1688E-08","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,1688E-08","4,89013E-07","1,0352E-06","1,3253E-08","1,3253E-08","2,11348E-06","8,11403E-07","3,66943E-07","1,3253E-08","2,32163E-06"
"0,19080352413735265900","2,35483E-07","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,1688E-08","2,50786E-06","1,3253E-08","4,87448E-07","1,03676E-06","1,3253E-08","1,3253E-08","2,11348E-06","8,09838E-07","3,65378E-07","1,3253E-08","2,3185E-06"
"0,19280744677466726800","2,35483E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,1688E-08","4,89013E-07","1,03676E-06","1,3253E-08","1,3253E-08","2,11661E-06","8,09838E-07","3,65378E-07","1,1688E-08","2,3185E-06"
"0,19481136941198190500","2,35483E-07","1,4818E-08","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,78858E-07","1,1688E-08","1,3253E-08","2,50943E-06","1,3253E-08","4,90578E-07","1,03676E-06","1,3253E-08","1,1688E-08","2,12131E-06","8,11403E-07","3,63813E-07","1,4818E-08","2,32006E-06"
"0,19681529204929654200","2,33918E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,80423E-07","1,3253E-08","1,1688E-08","2,51099E-06","1,4818E-08","4,90578E-07","1,0352E-06","1,3253E-08","1,3253E-08","2,11974E-06","8,11403E-07","3,65378E-07","1,4818E-08","2,32006E-06"
"0,19881921468661117900","2,35483E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,80423E-07","1,3253E-08","1,3253E-08","2,51256E-06","1,3253E-08","4,89013E-07","1,03676E-06","1,3253E-08","1,1688E-08","2,11974E-06","8,09838E-07","3,65378E-07","1,3253E-08","2,32006E-06"
"0,20082313732392581500","2,33918E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,90578E-07","1,0352E-06","1,3253E-08","1,3253E-08","2,126E-06","8,08273E-07","3,66943E-07","1,3253E-08","2,32006E-06"
"0,20282705996124042500","2,35483E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,90578E-07","1,03676E-06","1,3253E-08","1,3253E-08","2,12287E-06","8,09838E-07","3,66943E-07","1,3253E-08","2,31693E-06"
"0,20483098259855506100","2,37048E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,4818E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,1688E-08","2,50786E-06","1,3253E-08","4,90578E-07","1,0352E-06","1,3253E-08","1,3253E-08","2,11818E-06","8,09838E-07","3,65378E-07","1,1688E-08","2,32006E-06"
"0,20683490523586969800","2,37048E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,92143E-07","1,0352E-06","1,1688E-08","1,1688E-08","2,12131E-06","8,09838E-07","3,65378E-07","1,3253E-08","2,32006E-06"
"0,20883882787318433500","2,33918E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,80423E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,90578E-07","1,03833E-06","1,3253E-08","1,3253E-08","2,12287E-06","8,11403E-07","3,65378E-07","1,3253E-08","2,32163E-06"
"0,21084275051049894400","2,33918E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,1688E-08","1,3253E-08","9,75728E-07","1,4818E-08","1,3253E-08","2,50943E-06","1,3253E-08","4,92143E-07","1,03833E-06","1,3253E-08","1,3253E-08","2,12444E-06","8,09838E-07","3,63813E-07","1,4818E-08","2,32006E-06"
"0,21284667314781358100","2,35483E-07","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50317E-06","1,3253E-08","4,92143E-07","1,03676E-06","1,3253E-08","1,3253E-08","2,11818E-06","8,11403E-07","3,65378E-07","1,3253E-08","2,32163E-06"
"0,21485059578512821800","2,35483E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,1688E-08","4,92143E-07","1,03833E-06","1,4818E-08","1,3253E-08","2,11661E-06","8,09838E-07","3,66943E-07","1,3253E-08","2,3185E-06"
"0,21685451842244285500","2,37048E-07","1,1688E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,1688E-08","9,78858E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,92143E-07","1,03676E-06","1,3253E-08","1,4818E-08","2,12131E-06","8,09838E-07","3,65378E-07","1,3253E-08","2,3185E-06"
"0,21885844105975746400","2,35483E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,80423E-07","1,3253E-08","1,3253E-08","2,50943E-06","1,3253E-08","4,90578E-07","1,03676E-06","1,3253E-08","1,3253E-08","2,12444E-06","8,09838E-07","3,66943E-07","1,3253E-08","2,32006E-06"
"0,22086236369707210000","2,38613E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,1688E-08","4,90578E-07","1,03676E-06","1,3253E-08","1,1688E-08","2,11818E-06","8,11403E-07","3,66943E-07","1,3253E-08","2,32163E-06"
"0,22286628633438673700","2,37048E-07","1,4818E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,80423E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,4818E-08","4,92143E-07","1,0352E-06","1,3253E-08","1,3253E-08","2,12131E-06","8,09838E-07","3,66943E-07","1,3253E-08","2,32163E-06"
"0,22487020897170137400","2,33918E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,80423E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,90578E-07","1,03676E-06","1,3253E-08","1,3253E-08","2,11974E-06","8,09838E-07","3,66943E-07","1,3253E-08","2,32163E-06"
"0,22687413160901598300","2,38613E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,92143E-07","1,03676E-06","1,3253E-08","1,1688E-08","2,11818E-06","8,11403E-07","3,65378E-07","1,3253E-08","2,32006E-06"
"0,22887805424633062000","2,37048E-07","1,3253E-08","1,1688E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,74163E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,92143E-07","1,03676E-06","1,3253E-08","1,3253E-08","2,11661E-06","8,11403E-07","3,65378E-07","1,3253E-08","2,32006E-06"
"0,23088197688364525700","2,38613E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,74163E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,93708E-07","1,03989E-06","1,3253E-08","1,3253E-08","2,11192E-06","8,09838E-07","3,65378E-07","1,3253E-08","2,32163E-06"
"0,23288589952095989400","2,38613E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50473E-06","1,3253E-08","4,93708E-07","1,03676E-06","1,3253E-08","1,3253E-08","2,11348E-06","8,09838E-07","3,65378E-07","1,3253E-08","2,32006E-06"
"0,23488982215827453000","2,37048E-07","1,3253E-08","1,4818E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50943E-06","1,3253E-08","4,93708E-07","1,0352E-06","1,4818E-08","1,3253E-08","2,11348E-06","8,09838E-07","3,66943E-07","1,3253E-08","2,32006E-06"
"0,23689374479558914000","2,35483E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,1688E-08","2,50943E-06","1,3253E-08","4,93708E-07","1,03676E-06","1,1688E-08","1,1688E-08","2,12444E-06","8,09838E-07","3,66943E-07","1,3253E-08","2,32163E-06"
"0,23889766743290377600","2,35483E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,4818E-08","1,3253E-08","9,74163E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,95273E-07","1,03676E-06","1,3253E-08","1,3253E-08","2,126E-06","8,11403E-07","3,68508E-07","1,3253E-08","2,32163E-06"
"0,24090159007021841300","2,37048E-07","1,4818E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,74163E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,93708E-07","1,03833E-06","1,3253E-08","1,1688E-08","2,126E-06","8,11403E-07","3,66943E-07","1,3253E-08","2,32163E-06"
"0,24290551270753305000","2,38613E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,93708E-07","1,03833E-06","1,1688E-08","1,3253E-08","2,12757E-06","8,11403E-07","3,70073E-07","1,3253E-08","2,32163E-06"
"0,24490943534484765900","2,37048E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,74163E-07","1,1688E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,95273E-07","1,03989E-06","1,1688E-08","1,3253E-08","2,126E-06","8,09838E-07","3,66943E-07","1,3253E-08","2,32319E-06"
"0,24691335798216229600","2,40178E-07","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,4818E-08","2,5063E-06","1,3253E-08","4,93708E-07","1,03676E-06","1,3253E-08","1,3253E-08","2,12913E-06","8,09838E-07","3,66943E-07","1,1688E-08","2,32319E-06"
"0,24891728061947693300","2,38613E-07","1,3253E-08","1,4818E-08","1,3253E-08","1,4818E-08","1,3253E-08","9,74163E-07","1,4818E-08","1,3253E-08","2,50473E-06","1,1688E-08","4,93708E-07","1,03833E-06","1,3253E-08","1,3253E-08","2,12757E-06","8,11403E-07","3,68508E-07","1,3253E-08","2,32319E-06"
"0,25092120325679157000","2,41743E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,1688E-08","2,5063E-06","1,3253E-08","4,93708E-07","1,03833E-06","1,1688E-08","1,1688E-08","2,12913E-06","8,09838E-07","3,66943E-07","1,3253E-08","2,32319E-06"
"0,25292512589410620600","2,40178E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,1688E-08","4,93708E-07","1,03833E-06","1,3253E-08","1,1688E-08","2,126E-06","8,09838E-07","3,65378E-07","1,3253E-08","2,32319E-06"
"0,25492904853142084300","2,41743E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,1688E-08","4,93708E-07","1,03676E-06","1,3253E-08","1,1688E-08","2,126E-06","8,09838E-07","3,66943E-07","1,3253E-08","2,32319E-06"
"0,25693297116873542400","2,38613E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,4818E-08","1,1688E-08","2,50786E-06","1,3253E-08","4,93708E-07","1,03833E-06","1,3253E-08","1,3253E-08","2,12444E-06","8,09838E-07","3,66943E-07","1,3253E-08","2,32476E-06"
"0,25893689380605006100","2,38613E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,1688E-08","1,3253E-08","2,5063E-06","1,1688E-08","4,93708E-07","1,03833E-06","1,3253E-08","1,1688E-08","2,12287E-06","8,12968E-07","3,66943E-07","1,3253E-08","2,32319E-06"
"0,26094081644336469800","2,38613E-07","1,4818E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,80423E-07","1,3253E-08","1,1688E-08","2,50786E-06","1,4818E-08","4,92143E-07","1,03989E-06","1,3253E-08","1,3253E-08","2,11974E-06","8,11403E-07","3,66943E-07","1,3253E-08","2,32319E-06"
"0,26294473908067933500","2,41743E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,95273E-07","1,03833E-06","1,3253E-08","1,3253E-08","2,12131E-06","8,11403E-07","3,66943E-07","1,3253E-08","2,32319E-06"
"0,26494866171799397200","2,40178E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,51099E-06","1,3253E-08","4,93708E-07","1,03833E-06","1,4818E-08","1,3253E-08","2,12131E-06","8,11403E-07","3,66943E-07","1,3253E-08","2,32163E-06"
"0,26695258435530860900","2,41743E-07","1,3253E-08","1,4818E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,1688E-08","2,50943E-06","1,1688E-08","4,95273E-07","1,03676E-06","1,4818E-08","1,3253E-08","2,12287E-06","8,09838E-07","3,66943E-07","1,3253E-08","2,32163E-06"
"0,26895650699262324500","2,40178E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,78858E-07","1,1688E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,93708E-07","1,03833E-06","1,3253E-08","1,3253E-08","2,126E-06","8,11403E-07","3,66943E-07","1,3253E-08","2,32319E-06"
"0,27096042962993788200","2,41743E-07","1,4818E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,81988E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,1688E-08","4,93708E-07","1,03833E-06","1,3253E-08","1,3253E-08","2,12757E-06","8,11403E-07","3,66943E-07","1,4818E-08","2,32319E-06"
"0,27296435226725251900","2,41743E-07","1,1688E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,81988E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,95273E-07","1,03676E-06","1,3253E-08","1,3253E-08","2,126E-06","8,11403E-07","3,68508E-07","1,1688E-08","2,32319E-06"
"0,27496827490456710000","2,40178E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,80423E-07","1,3253E-08","1,3253E-08","2,51256E-06","1,3253E-08","4,96838E-07","1,03676E-06","1,3253E-08","1,3253E-08","2,12444E-06","8,11403E-07","3,66943E-07","1,3253E-08","2,32319E-06"
"0,27697219754188173700","2,43308E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,81988E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,95273E-07","1,03833E-06","1,4818E-08","1,3253E-08","2,12757E-06","8,11403E-07","3,66943E-07","1,3253E-08","2,32476E-06"
"0,27897612017919637400","2,43308E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,1688E-08","4,93708E-07","1,03989E-06","1,4818E-08","1,3253E-08","2,12757E-06","8,12968E-07","3,65378E-07","1,3253E-08","2,32319E-06"
"0,28098004281651101100","2,44873E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,4818E-08","1,3253E-08","9,81988E-07","1,3253E-08","1,3253E-08","2,51256E-06","1,3253E-08","4,93708E-07","1,03989E-06","1,3253E-08","1,3253E-08","2,13226E-06","8,11403E-07","3,65378E-07","1,3253E-08","2,32319E-06"
"0,28298396545382564800","2,46438E-07","1,3253E-08","1,4818E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,3253E-08","2,51099E-06","1,3253E-08","4,93708E-07","1,03989E-06","1,3253E-08","1,3253E-08","2,1307E-06","8,11403E-07","3,66943E-07","1,1688E-08","2,32163E-06"
"0,28498788809114028400","2,44873E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,1688E-08","1,3253E-08","2,51099E-06","1,3253E-08","4,95273E-07","1,03989E-06","1,3253E-08","1,1688E-08","2,12757E-06","8,12968E-07","3,66943E-07","1,3253E-08","2,32163E-06"
"0,28699181072845492100","2,46438E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,80423E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,92143E-07","1,03833E-06","1,3253E-08","1,3253E-08","2,12913E-06","8,11403E-07","3,66943E-07","1,3253E-08","2,32476E-06"
"0,28899573336576955800","2,43308E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,81988E-07","1,3253E-08","1,4818E-08","2,51099E-06","1,3253E-08","4,92143E-07","1,03989E-06","1,4818E-08","1,1688E-08","2,126E-06","8,12968E-07","3,66943E-07","1,3253E-08","2,32632E-06"
"0,29099965600308419500","2,44873E-07","1,4818E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,81988E-07","1,3253E-08","1,3253E-08","2,50943E-06","1,1688E-08","4,93708E-07","1,03989E-06","1,3253E-08","1,3253E-08","2,12757E-06","8,12968E-07","3,65378E-07","1,3253E-08","2,32319E-06"
"0,29300357864039877600","2,41743E-07","1,4818E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","9,78858E-07","1,4818E-08","1,1688E-08","2,51099E-06","1,3253E-08","4,93708E-07","1,04146E-06","1,3253E-08","1,3253E-08","2,12757E-06","8,11403E-07","3,65378E-07","1,3253E-08","2,32319E-06"
"0,29500750127771341300","2,43308E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,80423E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,93708E-07","1,03989E-06","1,3253E-08","1,3253E-08","2,126E-06","8,11403E-07","3,68508E-07","1,3253E-08","2,32319E-06"
"0,29701142391502805000","2,43308E-07","1,3253E-08","1,1688E-08","1,1688E-08","1,1688E-08","1,3253E-08","9,80423E-07","1,3253E-08","1,3253E-08","2,50943E-06","1,3253E-08","4,93708E-07","1,03989E-06","1,3253E-08","1,3253E-08","2,12287E-06","8,12968E-07","3,66943E-07","1,3253E-08","2,32476E-06"
"0,29901534655234268700","2,41743E-07","1,1688E-08","1,3253E-08","1,1688E-08","1,1688E-08","1,3253E-08","9,80423E-07","1,3253E-08","1,3253E-08","2,50943E-06","1,1688E-08","4,93708E-07","1,03833E-06","1,3253E-08","1,3253E-08","2,126E-06","8,12968E-07","3,66943E-07","1,3253E-08","2,32476E-06"
"0,30101926918965732400","2,43308E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,3253E-08","2,51256E-06","1,3253E-08","4,92143E-07","1,03989E-06","1,4818E-08","1,3253E-08","2,12757E-06","8,11403E-07","3,66943E-07","1,3253E-08","2,32476E-06"
"0,30302319182697196000","2,41743E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,3253E-08","2,51412E-06","1,3253E-08","4,93708E-07","1,04146E-06","1,3253E-08","1,3253E-08","2,12757E-06","8,12968E-07","3,68508E-07","1,3253E-08","2,32319E-06"
"0,30502711446428659700","2,46438E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,80423E-07","1,3253E-08","1,1688E-08","2,51412E-06","1,3253E-08","4,92143E-07","1,03989E-06","1,4818E-08","1,1688E-08","2,12444E-06","8,12968E-07","3,66943E-07","1,4818E-08","2,32476E-06"
